n;mae
270;0.13868624
275;0.137763351
280;0.136368111
285;0.137503713
290;0.134259298
295;0.136162743
5;0.145018607
10;0.146196947
15;0.144549742
20;0.143388599
25;0.13782081
30;0.139090329
35;0.139192298
40;0.137386873
45;0.141431406
50;0.139498547
55;0.140100703
60;0.137465775
65;0.139520898
70;0.134202704
75;0.13716045
80;0.137327328
85;0.13835007
90;0.136336863
95;0.13826409
100;0.141747713
105;0.139940932
110;0.137048334
115;0.137770653
120;0.137922421
125;0.139504731
130;0.134895533
135;0.137350455
140;0.139841259
145;0.1372291
150;0.134755835
155;0.140545547
160;0.144408628
165;0.141238332
170;0.136420071
175;0.13865003
180;0.138320595
185;0.139662176
190;0.13492249
195;0.140446842
200;0.137125358
205;0.138373882
210;0.139816105
215;0.138877168
220;0.135281742
225;0.137876168
230;0.138169751
235;0.13738139
240;0.137871444
245;0.141005501
250;0.138841346
255;0.139074132
260;0.138480723
265;0.135097325
270;0.14130047
275;0.139860541
280;0.139790386
285;0.13534838
290;0.139010176
295;0.137352943
5;0.141682267
10;0.143771246
15;0.14490521
20;0.137767717
25;0.141370714
30;0.142731175
35;0.139620259
40;0.135791004
45;0.145855516
50;0.134757295
55;0.137770563
60;0.142873913
65;0.136604041
70;0.136588067
75;0.138393924
80;0.136008665
85;0.138028651
90;0.141446024
95;0.136708289
100;0.137443677
105;0.138610259
110;0.135856897
115;0.138100818
120;0.138000757
125;0.136077955
130;0.137008116
135;0.140580624
140;0.139380351
145;0.141039848
150;0.136053383
155;0.138818026
160;0.137361631
165;0.134555161
170;0.134911612
175;0.13821733
180;0.135344043
185;0.13940832
190;0.138620049
195;0.135646433
200;0.137622297
205;0.136072516
210;0.135026976
215;0.136679888
220;0.137941226
225;0.136972949
230;0.138000816
235;0.137353122
240;0.138094112
245;0.140475795
250;0.140996948
255;0.137518406
260;0.138402313
265;0.137013972
270;0.135828793
275;0.137083918
280;0.138310045
285;0.136567533
290;0.138499424
295;0.137652442
5;0.142334387
10;0.141314521
15;0.138302609
20;0.139774829
25;0.135653213
30;0.142467692
35;0.137902901
40;0.139327064
45;0.135902777
50;0.137737617
55;0.136170968
60;0.136105731
65;0.139076903
70;0.136122003
75;0.138082236
80;0.140441537
85;0.135891095
90;0.135377154
95;0.135215461
100;0.136102065
105;0.139041886
110;0.135633677
115;0.137665123
120;0.138687655
125;0.135653898
130;0.137220949
135;0.140198797
140;0.135616034
145;0.139125764
150;0.13963069
155;0.139509141
160;0.138988361
165;0.134202182
170;0.1362257
175;0.139504537
180;0.137383595
185;0.134673342
190;0.139725178
195;0.138408169
200;0.134646252
205;0.140181765
210;0.137502193
215;0.138959885
220;0.136799186
225;0.142831758
230;0.138139158
235;0.135267556
240;0.137226775
245;0.139931485
250;0.138416216
255;0.136108652
260;0.137352809
265;0.137829974
270;0.137292117
275;0.140094951
280;0.132024512
285;0.135396466
290;0.135307267
295;0.137491778
5;0.142314658
10;0.143191695
15;0.145426825
20;0.135817453
25;0.138788775
30;0.142042562
35;0.135362819
40;0.142089382
45;0.137733713
50;0.139525816
55;0.134639785
60;0.141189545
65;0.137860402
70;0.141722411
75;0.13858062
80;0.134641156
85;0.13463816
90;0.13692674
95;0.133063182
100;0.137286246
105;0.138803765
110;0.137839571
115;0.136594564
120;0.137510017
125;0.135432675
130;0.136066467
135;0.142151043
140;0.1354651
145;0.137999266
150;0.137189016
155;0.136344135
160;0.140589356
165;0.140037596
170;0.141039789
175;0.136390999
180;0.139169812
185;0.136427954
190;0.13844417
195;0.139458582
200;0.136762798
205;0.140904114
210;0.13639231
215;0.13686949
220;0.137229428
225;0.136029109
230;0.142559618
235;0.141072467
240;0.138926506
245;0.136123985
250;0.135596171
255;0.135965779
260;0.139205292
265;0.14066571
270;0.139686972
275;0.140377551
280;0.13802357
285;0.141479477
290;0.138746336
295;0.141073212
5;0.142109692
10;0.146054924
15;0.143688276
20;0.137990743
25;0.13739495
30;0.140527546
35;0.138791621
40;0.137811705
45;0.137242541
50;0.133426011
55;0.133977771
60;0.138099357
65;0.140309408
70;0.136064395
75;0.138206348
80;0.13617079
85;0.135857895
90;0.137437358
95;0.137683883
100;0.1366833
105;0.135228291
110;0.138240635
115;0.138111636
120;0.137655184
125;0.137211502
130;0.134337366
135;0.136298448
140;0.133900359
145;0.138097018
150;0.138702214
155;0.13707453
160;0.135498509
165;0.134457707
170;0.134389177
175;0.141186118
180;0.140052438
185;0.135034814
190;0.13783671
195;0.134187117
200;0.13906166
205;0.134430513
210;0.141721442
215;0.138188571
220;0.142888308
225;0.136223257
230;0.140855744
235;0.137432814
240;0.136335388
245;0.135209754
250;0.136835083
255;0.135664895
260;0.138312712
265;0.134077236
270;0.134958789
275;0.139669552
280;0.135399371
285;0.13786374
290;0.134036869
295;0.136890739
5;0.142497346
10;0.143817976
15;0.141156927
20;0.140114158
25;0.135782316
30;0.136330977
35;0.14030771
40;0.141580656
45;0.141105056
50;0.137379065
55;0.138757169
60;0.142131016
65;0.133219868
70;0.13645032
75;0.136575177
80;0.140080497
85;0.138038859
90;0.137665316
95;0.139488772
100;0.139546454
105;0.144083887
110;0.136386022
115;0.136894763
120;0.135832995
125;0.136683226
130;0.137774393
135;0.141080648
140;0.138518885
145;0.138689205
150;0.136289164
155;0.137756139
160;0.13700749
165;0.136370152
170;0.137914911
175;0.136718795
180;0.138952106
185;0.142476618
190;0.135470673
195;0.136382595
200;0.137767926
205;0.137136415
210;0.133876771
215;0.138481438
220;0.133902162
225;0.136321872
230;0.139673308
235;0.137425303
240;0.140008479
245;0.134927198
250;0.139215246
255;0.134681121
260;0.137376741
265;0.138008267
270;0.138583586
275;0.133957997
280;0.136429578
285;0.134452924
290;0.138090327
295;0.136297718
5;0.142723471
10;0.142159626
15;0.139244854
20;0.139622852
25;0.133976087
30;0.141288206
35;0.134737492
40;0.139633879
45;0.134660542
50;0.135329723
55;0.138079017
60;0.137577429
65;0.13724409
70;0.137355879
75;0.139606863
80;0.136690482
85;0.144578442
90;0.136254922
95;0.140583321
100;0.14090161
105;0.138254076
110;0.136401013
115;0.140809983
120;0.137162834
125;0.136674181
130;0.14356336
135;0.135934696
140;0.137747198
145;0.136624157
150;0.138997793
155;0.134757936
160;0.136044577
165;0.131675228
170;0.137631312
175;0.135196701
180;0.141655713
185;0.13672252
190;0.136129111
195;0.137624189
200;0.137892425
205;0.140058964
210;0.132374614
215;0.136086553
220;0.140310153
225;0.134843081
230;0.137485415
235;0.137107387
240;0.136708781
245;0.142548561
250;0.136288896
255;0.138586
260;0.132154822
265;0.138948888
270;0.136191711
275;0.136729538
280;0.137879133
285;0.131945536
290;0.137278914
295;0.138107061
5;0.140898883
10;0.141689092
15;0.145313904
20;0.141426235
25;0.138553977
30;0.136964589
35;0.138941512
40;0.139703393
45;0.13628526
50;0.139375657
55;0.137209922
60;0.138535574
65;0.135637447
70;0.137417406
75;0.141727462
80;0.136713326
85;0.138005674
90;0.137984917
95;0.13958849
100;0.137981951
105;0.134162083
110;0.135069788
115;0.138500243
120;0.138553724
125;0.140583113
130;0.138169333
135;0.136351645
140;0.136802003
145;0.139960602
150;0.13883248
155;0.136206791
160;0.135134995
165;0.140682116
170;0.14216873
175;0.140054196
180;0.138255268
185;0.137235284
190;0.13401556
195;0.136101544
200;0.138993546
205;0.13932991
210;0.138569415
215;0.136008829
220;0.136809304
225;0.131884113
230;0.142374039
235;0.137466922
240;0.135796338
245;0.137385637
250;0.13650322
255;0.138051793
260;0.136510596
265;0.135501921
270;0.136291593
275;0.13521494
280;0.137860835
285;0.135522142
290;0.135273755
295;0.136174411
5;0.144679725
10;0.137534261
15;0.139332995
20;0.136582524
25;0.134535342
30;0.138026908
35;0.138838515
40;0.140977994
45;0.135462344
50;0.136802703
55;0.13770178
60;0.139987186
65;0.145944774
70;0.138163462
75;0.140111238
80;0.136772126
85;0.136632666
90;0.136511698
95;0.135568291
100;0.14183186
105;0.140429035
110;0.139525026
115;0.142247677
120;0.140682191
125;0.13543655
130;0.135036394
135;0.139732361
140;0.14161475
145;0.135238826
150;0.134238079
155;0.13549684
160;0.134365782
165;0.135037363
170;0.137890667
175;0.135790378
180;0.139820218
185;0.136392742
190;0.138707101
195;0.137404978
200;0.139031678
205;0.139459729
210;0.136711597
215;0.134918556
220;0.136825785
225;0.138613179
230;0.134701118
235;0.138043821
240;0.136777729
245;0.13662146
250;0.138567895
255;0.137615502
260;0.133550182
265;0.143665418
270;0.135263324
275;0.135183021
280;0.138009787
285;0.135969698
290;0.136032373
295;0.13592042
5;0.142742798
10;0.137585342
15;0.142176703
20;0.138794869
25;0.139463007
30;0.140468746
35;0.139368877
40;0.13504231
45;0.138103887
50;0.133196518
55;0.13823311
60;0.138285071
65;0.136262894
70;0.142758384
75;0.139975503
80;0.135957703
85;0.138891861
90;0.140136033
95;0.137601152
100;0.13898541
105;0.135672048
110;0.137232631
115;0.137338981
120;0.135246202
125;0.13247855
130;0.135663778
135;0.136921704
140;0.139822602
145;0.14049001
150;0.138022974
155;0.135767341
160;0.13828288
165;0.13809219
170;0.136289343
175;0.136216149
180;0.136951521
185;0.135636896
190;0.136994526
195;0.137982965
200;0.13883312
205;0.135485709
210;0.138207138
215;0.136156917
220;0.137833685
225;0.140177801
230;0.137392223
235;0.135045901
240;0.134151012
245;0.137039766
250;0.137338534
255;0.138281539
260;0.136363
265;0.136541709
270;0.134835482
275;0.137072012
280;0.136519268
285;0.142403066
290;0.136220604
295;0.139538676
5;0.13958697
10;0.140512988
15;0.139408112
20;0.140662089
25;0.137928784
30;0.136981815
35;0.1402767
40;0.135369062
45;0.137853324
50;0.138731986
55;0.136949182
60;0.136398837
65;0.137280181
70;0.138886958
75;0.135235548
80;0.136367321
85;0.135548696
90;0.138705328
95;0.133127153
100;0.139659196
105;0.137214541
110;0.137551278
115;0.140643492
120;0.138268709
125;0.136457235
130;0.137309298
135;0.142231986
140;0.138262957
145;0.136184558
150;0.136561513
155;0.139159247
160;0.135295317
165;0.136447728
170;0.136133939
175;0.140160248
180;0.136515871
185;0.137991264
190;0.137605011
195;0.136683151
200;0.146126807
205;0.137086943
210;0.13965942
215;0.13493368
220;0.136880487
225;0.136379942
230;0.135928884
235;0.140047625
240;0.137050897
245;0.1348221
250;0.143624559
255;0.14258866
260;0.134152293
265;0.135875106
270;0.136759117
275;0.138698876
280;0.139825761
285;0.137186378
290;0.140913472
295;0.13737908
5;0.144396812
10;0.143107399
15;0.138562307
20;0.145243064
25;0.137914926
30;0.138050094
35;0.139108554
40;0.139182851
45;0.135592073
50;0.136166319
55;0.139629513
60;0.13747257
65;0.139092177
70;0.140996411
75;0.13794671
80;0.135350764
85;0.138996407
90;0.135579824
95;0.136160776
100;0.135046721
105;0.138937876
110;0.136830389
115;0.135886893
120;0.135494143
125;0.137558833
130;0.137251943
135;0.140069187
140;0.135634407
145;0.139578715
150;0.139730826
155;0.137558818
160;0.135198489
165;0.135980144
170;0.140029356
175;0.139262751
180;0.137328893
185;0.137630612
190;0.137542814
195;0.135889202
200;0.137758464
205;0.136230588
210;0.134518206
215;0.138436347
220;0.136212319
225;0.137316853
230;0.134286195
235;0.136273682
240;0.136928946
245;0.137723267
250;0.134158045
255;0.135295406
260;0.136383846
265;0.135550439
270;0.138376579
275;0.137466639
280;0.138470531
285;0.139941096
290;0.132956728
295;0.13693656
5;0.141499355
10;0.141004175
15;0.13825801
20;0.14345865
25;0.13936998
30;0.135691717
35;0.141359523
40;0.13892591
45;0.137125418
50;0.136096358
55;0.137794718
60;0.141578704
65;0.135531753
70;0.140203029
75;0.140698731
80;0.134419978
85;0.137596712
90;0.133975342
95;0.143473089
100;0.137739465
105;0.137285814
110;0.137613311
115;0.136411563
120;0.13583006
125;0.138390526
130;0.13817206
135;0.137772441
140;0.136466086
145;0.137637496
150;0.133621573
155;0.136742592
160;0.146771014
165;0.143916041
170;0.137184545
175;0.138137907
180;0.138492137
185;0.138966277
190;0.137185946
195;0.137099981
200;0.139307156
205;0.143638492
210;0.13938345
215;0.143790483
220;0.137635887
225;0.1348425
230;0.141270652
235;0.139984593
240;0.131808862
245;0.137244254
250;0.134847417
255;0.134830639
260;0.135933623
265;0.136766732
270;0.13747929
275;0.138125241
280;0.138078451
285;0.139042467
290;0.137361437
295;0.137036845
5;0.142414734
10;0.144521147
15;0.142479211
20;0.136444941
25;0.137916565
30;0.135439649
35;0.1405797
40;0.13599515
45;0.137652978
50;0.139585614
55;0.137423962
60;0.137918681
65;0.139221966
70;0.138992101
75;0.139620557
80;0.135487854
85;0.137004256
90;0.137671843
95;0.138335243
100;0.133507177
105;0.138816267
110;0.13917093
115;0.137213811
120;0.135453582
125;0.136148423
130;0.13966991
135;0.137023449
140;0.13977322
145;0.135992914
150;0.136146814
155;0.136868104
160;0.134822935
165;0.136147276
170;0.134978041
175;0.136477262
180;0.138767555
185;0.138850302
190;0.135476917
195;0.136093214
200;0.142377272
205;0.135507762
210;0.134435341
215;0.133354783
220;0.13872093
225;0.13741979
230;0.137355283
235;0.139993116
240;0.138757572
245;0.139466971
250;0.139463618
255;0.141313255
260;0.136170104
265;0.144103855
270;0.137023643
275;0.139750868
280;0.14195855
285;0.138802782
290;0.139415935
295;0.141063929
5;0.139018625
10;0.141405165
15;0.144835576
20;0.137913838
25;0.139124304
30;0.139369518
35;0.139413595
40;0.139053315
45;0.137627661
50;0.136227265
55;0.136884466
60;0.133978158
65;0.137273729
70;0.135571182
75;0.138266981
80;0.134748429
85;0.137204513
90;0.136739343
95;0.138522714
100;0.134519294
105;0.134098709
110;0.137631476
115;0.1352759
120;0.138136387
125;0.137260228
130;0.145295992
135;0.135659829
140;0.135759652
145;0.139551863
150;0.142150372
155;0.136627048
160;0.136524737
165;0.138043955
170;0.137386918
175;0.134849653
180;0.139886335
185;0.140356079
190;0.136153013
195;0.137798369
200;0.1365605
205;0.137576148
210;0.141862303
215;0.140645817
220;0.13896586
225;0.137576789
230;0.139902383
235;0.135837391
240;0.136514902
245;0.136132732
250;0.143415615
255;0.140317082
260;0.135754004
265;0.139661103
270;0.134837776
275;0.13407056
280;0.137174517
285;0.141367957
290;0.133587897
295;0.136826977
5;0.141961262
10;0.143372566
15;0.138299629
20;0.142867938
25;0.141125455
30;0.137406409
35;0.138131946
40;0.140121669
45;0.137552023
50;0.137091309
55;0.137919188
60;0.139919758
65;0.137722
70;0.144125149
75;0.138450369
80;0.139610827
85;0.139756605
90;0.136111423
95;0.137553424
100;0.137889653
105;0.136315003
110;0.136715382
115;0.138096064
120;0.144920439
125;0.13475579
130;0.139745399
135;0.135611847
140;0.136298284
145;0.138100088
150;0.14011094
155;0.140708819
160;0.135647371
165;0.137726888
170;0.138073474
175;0.136823878
180;0.142527044
185;0.135087371
190;0.137253568
195;0.134912044
200;0.138063028
205;0.135559052
210;0.135383204
215;0.135646164
220;0.137802958
225;0.13336435
230;0.138480365
235;0.134682223
240;0.138496414
245;0.133611143
250;0.136979967
255;0.141157955
260;0.134269044
265;0.14258635
270;0.138830036
275;0.139934137
280;0.136056378
285;0.142597482
290;0.133408681
295;0.139995992
5;0.142461315
10;0.141012549
15;0.138985187
20;0.143776909
25;0.136492819
30;0.143659294
35;0.140878901
40;0.133134246
45;0.141158521
50;0.139298663
55;0.140860572
60;0.140759811
65;0.14011921
70;0.137588143
75;0.136567026
80;0.135100082
85;0.140992969
90;0.136536911
95;0.139586955
100;0.138710365
105;0.139481038
110;0.139896393
115;0.13825433
120;0.136449307
125;0.137641713
130;0.135458946
135;0.135963589
140;0.137010083
145;0.140876159
150;0.135652483
155;0.13703984
160;0.136548996
165;0.138109893
170;0.13694644
175;0.138117924
180;0.140565887
185;0.136773646
190;0.136749282
195;0.140050337
200;0.136498377
205;0.136505544
210;0.133511722
215;0.138433546
220;0.133476391
225;0.136399239
230;0.137201324
235;0.132249013
240;0.137017116
245;0.137687862
250;0.134407148
255;0.13682197
260;0.135108918
265;0.134609833
270;0.136630639
275;0.133832112
280;0.134280622
285;0.136340693
290;0.136465698
295;0.138951555
5;0.142892048
10;0.1426377
15;0.142731145
20;0.143999442
25;0.134779856
30;0.135881945
35;0.135888487
40;0.137159258
45;0.139588654
50;0.13752833
55;0.139454767
60;0.136773899
65;0.141052082
70;0.139180139
75;0.136070624
80;0.139454782
85;0.135664195
90;0.14156954
95;0.138803512
100;0.134981409
105;0.138794705
110;0.139107466
115;0.132436439
120;0.138391197
125;0.134757876
130;0.141508549
135;0.139109075
140;0.138116926
145;0.13726972
150;0.134583712
155;0.136552498
160;0.134267494
165;0.136421964
170;0.13995643
175;0.139791101
180;0.13864769
185;0.135789722
190;0.135615289
195;0.135775313
200;0.132906169
205;0.136062592
210;0.137794763
215;0.136115447
220;0.137460902
225;0.139556333
230;0.138417453
235;0.140075892
240;0.141255841
245;0.13840194
250;0.133658141
255;0.141976938
260;0.13803716
265;0.140771881
270;0.138730854
275;0.138792962
280;0.13471058
285;0.135433912
290;0.137718767
295;0.137815654
5;0.145138413
10;0.145160168
15;0.136603132
20;0.141075641
25;0.141413048
30;0.137619257
35;0.140975982
40;0.140237823
45;0.139247969
50;0.144288331
55;0.139603063
60;0.136964858
65;0.138111234
70;0.143191978
75;0.137398839
80;0.138171524
85;0.140078396
90;0.137683615
95;0.134403676
100;0.13691856
105;0.1370278
110;0.141000494
115;0.138155118
120;0.139647335
125;0.137142897
130;0.133334756
135;0.138938501
140;0.135806963
145;0.137705281
150;0.137445807
155;0.133356169
160;0.137212127
165;0.135254338
170;0.135010913
175;0.137104452
180;0.137285858
185;0.133228213
190;0.137705907
195;0.140094742
200;0.136191219
205;0.137426391
210;0.138728961
215;0.13527289
220;0.139777824
225;0.133769408
230;0.135702237
235;0.139063641
240;0.138173416
245;0.13934797
250;0.13372305
255;0.137274101
260;0.140944988
265;0.135263368
270;0.135116279
275;0.135030776
280;0.134678289
285;0.133758202
290;0.13712433
295;0.137105912
5;0.140466988
10;0.142803341
15;0.140394464
20;0.138837725
25;0.139201865
30;0.143681124
35;0.139949545
40;0.138144284
45;0.136266485
50;0.135101989
55;0.13747178
60;0.138651058
65;0.140517637
70;0.143420562
75;0.139853433
80;0.142302454
85;0.136026144
90;0.138829291
95;0.139742464
100;0.138311759
105;0.139865369
110;0.143336385
115;0.135953724
120;0.136893466
125;0.138591841
130;0.134723529
135;0.1342213
140;0.133337975
145;0.134934455
150;0.141207278
155;0.135997415
160;0.136962056
165;0.138758585
170;0.133161247
175;0.135542586
180;0.141582862
185;0.138323128
190;0.139444768
195;0.142331526
200;0.141079888
205;0.137029678
210;0.137189284
215;0.137069821
220;0.134574354
225;0.138326675
230;0.139195487
235;0.137977436
240;0.136103436
245;0.136396691
250;0.133846074
255;0.131346062
260;0.137602746
265;0.135102034
270;0.136788696
275;0.137662679
280;0.139301553
285;0.140600428
290;0.137655914
295;0.140993327
5;0.144831434
10;0.141100764
15;0.141823307
20;0.141728133
25;0.139401704
30;0.138100639
35;0.13700065
40;0.140916631
45;0.137469679
50;0.137183249
55;0.135068968
60;0.140013307
65;0.139754146
70;0.137648553
75;0.135432139
80;0.138306722
85;0.140780628
90;0.136313558
95;0.136054963
100;0.139086515
105;0.139109448
110;0.138150856
115;0.138152227
120;0.137272999
125;0.137511998
130;0.133395463
135;0.137327388
140;0.141111925
145;0.138366133
150;0.138574138
155;0.134656265
160;0.138634726
165;0.138970315
170;0.139209181
175;0.138994157
180;0.135150805
185;0.134455889
190;0.135999203
195;0.137478754
200;0.141956776
205;0.138804808
210;0.136406049
215;0.138789266
220;0.137582183
225;0.135313973
230;0.135762244
235;0.137709245
240;0.138269514
245;0.137015194
250;0.135850415
255;0.133325174
260;0.143892244
265;0.13881743
270;0.138571188
275;0.139253005
280;0.132999107
285;0.137788832
290;0.134949386
295;0.138326496
5;0.144865796
10;0.141039535
15;0.140467659
20;0.142681539
25;0.138386697
30;0.139804184
35;0.140790701
40;0.137675926
45;0.138317317
50;0.138947964
55;0.145822585
60;0.13713707
65;0.141500354
70;0.136033252
75;0.136941537
80;0.133402616
85;0.135610089
90;0.138959408
95;0.133244291
100;0.140439749
105;0.142150879
110;0.137883529
115;0.134934604
120;0.137630254
125;0.134161845
130;0.135755152
135;0.140158564
140;0.136121124
145;0.138143852
150;0.140849605
155;0.135958865
160;0.141347021
165;0.137966946
170;0.14264223
175;0.138233453
180;0.135524511
185;0.137045115
190;0.140159771
195;0.134980157
200;0.141896114
205;0.136135593
210;0.135491788
215;0.137562335
220;0.135027528
225;0.13719143
230;0.138247475
235;0.137131602
240;0.138335556
245;0.13840887
250;0.138034061
255;0.138080269
260;0.13614583
265;0.137115389
270;0.136967063
275;0.136796176
280;0.138156801
285;0.138605431
290;0.137024909
295;0.141498446
5;0.142498925
10;0.143688202
15;0.141821891
20;0.138107583
25;0.134930879
30;0.141167819
35;0.139768943
40;0.140093118
45;0.139622793
50;0.14116554
55;0.135059819
60;0.138682932
65;0.133438736
70;0.134129092
75;0.136272773
80;0.138818726
85;0.136048004
90;0.139489815
95;0.139178559
100;0.138596028
105;0.138975069
110;0.137543127
115;0.138620198
120;0.134689435
125;0.136884019
130;0.137078255
135;0.139578551
140;0.137911841
145;0.139471665
150;0.137967184
155;0.137254506
160;0.137325361
165;0.136722699
170;0.139542818
175;0.138390645
180;0.139098406
185;0.132713616
190;0.135305628
195;0.140685186
200;0.132461146
205;0.137145668
210;0.138162985
215;0.136697322
220;0.138829783
225;0.139917284
230;0.13741383
235;0.14338325
240;0.136074841
245;0.137288332
250;0.137948081
255;0.136778533
260;0.136649296
265;0.13794522
270;0.137974992
275;0.136923045
280;0.135157809
285;0.140630841
290;0.135233879
295;0.138672337
5;0.142694622
10;0.140765712
15;0.139049351
20;0.134572744
25;0.140316695
30;0.138152704
35;0.137800768
40;0.14175798
45;0.136486828
50;0.135654792
55;0.138415128
60;0.134399325
65;0.135991827
70;0.134420961
75;0.136139452
80;0.136436939
85;0.142433181
90;0.137715027
95;0.136875153
100;0.138080031
105;0.136543795
110;0.138517022
115;0.135660157
120;0.140743926
125;0.142721429
130;0.141623229
135;0.141857862
140;0.140126809
145;0.135412231
150;0.137335911
155;0.140909061
160;0.139659047
165;0.139678523
170;0.136634916
175;0.137877136
180;0.137301177
185;0.135091215
190;0.138769612
195;0.137601316
200;0.134200126
205;0.13480112
210;0.139884815
215;0.13752827
220;0.136529639
225;0.132838279
230;0.135656059
235;0.135759175
240;0.133672461
245;0.139502659
250;0.136632025
255;0.139719486
260;0.139186412
265;0.137901545
270;0.139839947
275;0.139542207
280;0.134358883
285;0.137098044
290;0.136924773
295;0.137766019
5;0.140328079
10;0.144060731
15;0.140833601
20;0.134774253
25;0.141539708
30;0.139343932
35;0.139609277
40;0.137666255
45;0.138059065
50;0.137470275
55;0.138409078
60;0.140238777
65;0.136204705
70;0.138600558
75;0.134528413
80;0.137400448
85;0.137978449
90;0.141424313
95;0.139876232
100;0.135811344
105;0.136978522
110;0.139321178
115;0.137170419
120;0.138147548
125;0.137708336
130;0.14003557
135;0.133732378
140;0.139628947
145;0.136592001
150;0.139866635
155;0.136891693
160;0.136787593
165;0.14140901
170;0.142173827
175;0.143444851
180;0.132869467
185;0.140752956
190;0.13809523
195;0.141878754
200;0.138482273
205;0.136304617
210;0.136710554
215;0.141148478
220;0.13581273
225;0.136352703
230;0.138776124
235;0.13822189
240;0.139620095
245;0.138432518
250;0.137886867
255;0.137936234
260;0.136762947
265;0.13498345
270;0.135734141
275;0.134493887
280;0.136628628
285;0.13659595
290;0.135650843
295;0.138020173
5;0.138972744
10;0.142003804
15;0.141360104
20;0.146743253
25;0.138281137
30;0.137095705
35;0.13967593
40;0.135746613
45;0.141824409
50;0.138887107
55;0.137992039
60;0.135696024
65;0.138930723
70;0.137319952
75;0.139157727
80;0.136685506
85;0.140743211
90;0.138921216
95;0.136894286
100;0.135213345
105;0.137369022
110;0.139045492
115;0.136989146
120;0.137325048
125;0.139423653
130;0.135645658
135;0.138586655
140;0.135974735
145;0.137877673
150;0.133345902
155;0.136115745
160;0.135538697
165;0.136811495
170;0.138615772
175;0.134392619
180;0.134074152
185;0.136295214
190;0.137045637
195;0.137788981
200;0.133423656
205;0.137808561
210;0.135321632
215;0.134629592
220;0.137042657
225;0.137088522
230;0.136748016
235;0.137403041
240;0.136426225
245;0.136251256
250;0.136740223
255;0.136196584
260;0.137542456
265;0.138943449
270;0.141033217
275;0.137030914
280;0.140239626
285;0.140420809
290;0.13464959
295;0.136366785
5;0.144241065
10;0.143418357
15;0.141570702
20;0.140310317
25;0.138789698
30;0.137086093
35;0.137933359
40;0.148956671
45;0.135800302
50;0.137563109
55;0.137562439
60;0.138556495
65;0.137972176
70;0.136998087
75;0.137508541
80;0.138009533
85;0.133875042
90;0.13902235
95;0.136878118
100;0.141408354
105;0.133418426
110;0.138076514
115;0.137726933
120;0.136873007
125;0.136618733
130;0.138691261
135;0.139239401
140;0.133683756
145;0.137126252
150;0.140358731
155;0.137169823
160;0.137293786
165;0.140120268
170;0.135816902
175;0.137268916
180;0.13741605
185;0.138804972
190;0.136943936
195;0.138624504
200;0.13651745
205;0.1361081
210;0.138678312
215;0.138620332
220;0.136252433
225;0.139413863
230;0.140675873
235;0.141281709
240;0.136217609
245;0.136189163
250;0.141710505
255;0.133094981
260;0.133321047
265;0.139835477
270;0.136888415
275;0.133988068
280;0.135091498
285;0.14568083
290;0.135971174
295;0.138506025
5;0.139847696
10;0.14302893
15;0.143645912
20;0.140805796
25;0.135375023
30;0.135690495
35;0.139191121
40;0.138172388
45;0.137321845
50;0.140071318
55;0.137160093
60;0.135301888
65;0.138008878
70;0.136899382
75;0.139607206
80;0.138432607
85;0.138174057
90;0.139636979
95;0.139123932
100;0.136349216
105;0.136744022
110;0.136967361
115;0.13776949
120;0.139063522
125;0.139311388
130;0.134860635
135;0.136124432
140;0.138270006
145;0.137424678
150;0.136634603
155;0.137054488
160;0.140740827
165;0.138724849
170;0.134871602
175;0.133842528
180;0.14286001
185;0.13715741
190;0.139074773
195;0.136390463
200;0.138346583
205;0.137374699
210;0.137272999
215;0.136057541
220;0.137437433
225;0.137585953
230;0.137760699
235;0.136703119
240;0.139095098
245;0.144455403
250;0.13736932
255;0.13917774
260;0.140024215
265;0.135071069
270;0.136849731
275;0.14027293
280;0.138662368
285;0.135969862
290;0.137569159
295;0.138541549
5;0.143167347
10;0.148007601
15;0.139364183
20;0.137195379
25;0.140211552
30;0.139460295
35;0.136579782
40;0.134879932
45;0.137317345
50;0.138069972
55;0.138299331
60;0.13739039
65;0.139601648
70;0.137540504
75;0.136165038
80;0.136520788
85;0.136604384
90;0.139116034
95;0.136181995
100;0.135295376
105;0.136591345
110;0.13572149
115;0.135823116
120;0.13614516
125;0.1356581
130;0.13723962
135;0.136405021
140;0.137708664
145;0.139428586
150;0.13459526
155;0.136333078
160;0.135593474
165;0.13830997
170;0.139232904
175;0.138112947
180;0.138127774
185;0.140855446
190;0.138843685
195;0.135003924
200;0.138877749
205;0.13746278
210;0.140016973
215;0.137940228
220;0.139037371
225;0.137841791
230;0.137791678
235;0.139952049
240;0.1361036
245;0.142766699
250;0.136744305
255;0.137451038
260;0.145330131
265;0.13698405
270;0.138511419
275;0.137009487
280;0.14042674
285;0.138779968
290;0.137416378
295;0.136054903
5;0.141926408
10;0.147463202
15;0.140730396
20;0.14035067
25;0.136481628
30;0.137755454
35;0.138165668
40;0.13822338
45;0.135287777
50;0.139451832
55;0.137013301
60;0.138865203
65;0.135498717
70;0.138189062
75;0.137105197
80;0.138532296
85;0.140705466
90;0.135565266
95;0.13888365
100;0.135240659
105;0.139799058
110;0.136205733
115;0.140240937
120;0.136267066
125;0.136770487
130;0.138669953
135;0.13493441
140;0.136908695
145;0.137169391
150;0.138903245
155;0.136290863
160;0.137781158
